job_name,salary,company,work_addr,work_year,education,company_size,state,welfare,modify_time,
实施工程师,6K-9K,南京艾瑞特软件科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金/餐补/通讯补助/带薪年假/定期体检,2019-04-24 16:10:07,
信息化专职,4K-6K,南京南瑞电力信息有限公司,南京,不限,本科,100-499人,国企,五险一金/年底双薪/加班补助/包住/交通补助,2019-04-24 16:58:13,
软件研发工程师,10K-15K,南京金固智慧市政研究院有限公司,南京,1-3年,本科,20-99人,民营,五险一金/餐补/交通补助,2019-04-22 11:23:23,
计算机软件相关岗（见职位描述）,8K-16K,南京拓界信息技术有限公司,南京,不限,本科,100-499人,民营,五险一金/年底双薪/加班补助/餐补/带薪年假,2019-04-23 13:34:07,
大数据工程师,8K-12K,西安行恒信息科技有限公司,南京-秦淮区,1-3年,本科,20-99人,民营,五险一金/带薪年假/加班补助/全勤奖,2019-04-23 13:35:08,
日语翻译日本就职/免税店/事务/酒店/bpo,10K-15K,大连日协教育信息咨询有限公司,南京,无经验,大专,100-499人,股份制企业,交通补助/五险一金,2019-04-22 10:54:53,
软件平台前端软件研发,薪资面议,国网电力科学研究院有限公司,南京,1-3年,本科,不限,国企,,2019-04-23 14:19:57,
实施工程师,6K-10K,南京高泰科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/餐补/通讯补助/定期体检/员工旅游,2019-04-22 10:44:20,
通信、建筑、自动化、电气、电子转IT工程师,8K-10K,南京良知行软件技术有限公司,南京,不限,大专,20-99人,民营,创业公司/周末双休/五险一金/年底双薪/不加班,2019-04-22 09:16:52,
测试工程师 包食宿160817,6K-8K,上海神技信息科技有限公司,南京,不限,不限,100-499人,民营,,2019-04-24 13:30:04,
渗透测试工程师-南京-华东(J10727),8K-15K,绿盟科技,南京-秦淮区,不限,本科,1000-9999人,股份制企业,绩效奖金/五险一金/餐补/通讯补助/定期体检,2019-04-24 09:06:39,
•项目经理,薪资面议,东华软件股份公司,南京,1-3年,本科,1000-9999人,上市公司,,2019-04-24 08:24:10,
 数据抓取工程师,薪资面议,东华软件股份公司,南京,1-3年,不限,1000-9999人,上市公司,,2019-04-24 08:24:09,
GIS研发工程师,10K-20K,速度时空信息科技股份有限公司,南京,1-3年,硕士,500-999人,民营,五险一金/节日福利/周末双休/带薪年假/意外险,2019-04-23 09:23:15,
图像算法工程师,15K-30K,亿嘉和科技股份有限公司,南京-雨花台区,1-3年,硕士,100-499人,民营,五险一金/交通补助/餐补/通讯补助/定期体检,2019-04-23 15:59:10,
汽车诊断工程师,8K-10K,上海德萨科电子技术有限公司,南京,不限,硕士,100-499人,外商独资,14薪/五险一金/周末双休/节日福利/员工旅游,2019-04-23 10:21:11,
软件工程师,6K-10K,南京高喜电子科技有限公司,南京-溧水区,3-5年,大专,100-499人,民营,五险一金/绩效奖金/加班补助/全勤奖/带薪年假,2019-04-24 08:38:51,
系统架构师,15K-30K,江苏保旺达软件技术有限公司,南京,5-10年,本科,100-499人,民营,每年多次调薪/五险一金/绩效奖金/交通补助/餐补,2019-04-24 13:33:28,
架构师,25K-35K,南京安杰信息科技有限公司,南京-江宁区,5-10年,本科,20-99人,民营,五险一金/全勤奖/带薪年假/员工旅游/通讯补助,2019-04-23 09:58:14,
高级软件工程师/软件项目经理/研发经理,10K-15K,南京二进制软件有限公司,南京-鼓楼区,3-5年,本科,20-99人,民营,五险一金/年底双薪/绩效奖金/全勤奖/餐补,2019-04-22 13:34:57,
系统软件工程师,10K-15K,光一科技股份有限公司,南京,3-5年,大专,500-999人,上市公司,,2019-04-22 15:22:29,
高级爬虫工程师,10K-20K,江苏畅远信息科技有限公司,南京-浦口区,3-5年,本科,20-99人,民营,周末双休/五险一金/绩效奖金/带薪年假/员工旅游,2019-04-22 15:50:39,
web前端工程师,5K-10K,南京无上信息科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金/绩效奖金/餐补,2019-04-23 16:30:54,
研发工程师,8K-12K,江苏铠硕信息技术有限公司,南京-建邺区,3-5年,大专,20-99人,民营,五险一金/年底双薪/绩效奖金/交通补助/通讯补助,2019-04-22 08:59:47,
数据采集软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:23:17,
无线lTE&物联网通信方向软件研发3,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:08:02,
高级WEB系统工程师,8K-15K,南京东大智能化系统有限公司,南京-玄武区,3-5年,本科,100-499人,民营,五险一金/绩效奖金/交通补助/通讯补助/带薪年假,2019-04-24 10:06:55,
量子方向软件研发3,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:18:59,
IMS业务应用方向软件研发3,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:07:01,
测试工程师 做五休二170929,6K-8K,上海神技信息科技有限公司,南京,不限,不限,100-499人,民营,五险一金/年底双薪/绩效奖金/交通补助/餐补,2019-04-24 13:30:01,
研发工程师,8K-10K,靖江市旭飞安防工程有限公司,南京,1-3年,本科,100-499人,股份制企业,五险一金/绩效奖金/弹性工作/带薪年假/交通补助,2019-04-22 09:37:42,
系统架构师,15K-25K,南京伯索网络科技有限公司,南京,5-10年,本科,20-99人,民营,包吃/补充医疗保险/定期体检/员工旅游/节日福利,2019-04-22 09:55:39,
安全工具研发工程师,薪资面议,中兴通讯股份有限公司,南京-雨花台区,1-3年,本科,10000人以上,股份制企业,五险一金/餐补/免费班车/节日福利/绩效奖金,2019-04-23 10:19:05,
产品经理-消费者事业群-南京,10K-20K,科大讯飞股份有限公司,南京-建邺区,3-5年,本科,1000-9999人,股份制企业,五险一金/绩效奖金/餐补/定期体检/带薪年假,2019-04-23 16:15:34,
中级android工程师,薪资面议,东华软件股份公司,南京,3-5年,不限,1000-9999人,上市公司,,2019-04-24 08:24:22,
测试工程师 180705w,6K-8K,上海融铜信息科技有限公司,南京,不限,不限,100-499人,民营,,2019-04-24 15:14:13,
Android Framework工程师,12K-24K,江苏润和软件股份有限公司,南京-雨花台区,3-5年,本科,1000-9999人,民营,周末双休/五险一金/节日福利/餐补/定期体检,2019-04-23 14:09:54,
实施工程师（南京）,薪资面议,东华软件股份公司,南京-玄武区,1-3年,本科,1000-9999人,上市公司,上市公司/五险一金/年终奖/弹性工作,2019-04-24 15:04:58,
资深软件研发工程师,10K-20K,南京擎天科技有限公司,南京,3-5年,本科,500-999人,民营,节日福利/五险一金/绩效奖金/交通补助/餐补,2019-04-21 16:23:19,
项目组长,10K-14K,思创数码科技股份有限公司,南京,3-5年,本科,500-999人,股份制企业,五险一金/绩效奖金/加班补助/交通补助/餐补,2019-04-22 16:51:29,
研发项目经理（自主研发/上市公司）,10K-20K,南京擎天科技有限公司,南京,5-10年,大专,500-999人,民营,节日福利/五险一金/绩效奖金/交通补助/餐补,2019-04-21 16:24:09,
系统架构师,15K-20K,爱心人寿保险股份有限公司,南京-雨花台区,5-10年,本科,1000-9999人,股份制企业,五险一金/绩效奖金/包吃/交通补助/通讯补助,2019-04-23 10:44:01,
架构师,10K-20K,金现代信息产业股份有限公司,南京-鼓楼区,1-3年,本科,1000-9999人,民营,五险一金/年底双薪/包住/交通补助/员工旅游,2019-04-24 16:42:23,
高级前端工程师,15K-25K,深圳联想懂的通信有限公司,南京,3-5年,本科,100-499人,民营,五险一金/每年多次调薪/餐补/不加班/弹性工作,2019-04-23 10:50:37,
测试工程师,6K-10K,南京高泰科技有限公司,南京-鼓楼区,1-3年,本科,20-99人,民营,五险一金/餐补/交通补助/通讯补助/带薪年假,2019-04-22 10:44:20,
H5前端开发工程师,8K-10K,南京睿帆软件科技有限公司,南京-雨花台区,1-3年,大专,20-99人,民营,创业公司/五险一金/每年多次调薪/全勤奖/加班补助,2019-04-24 18:03:39,
电力系统方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,硕士,不限,国企,,2019-04-23 14:28:17,
区块链方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,硕士,不限,国企,,2019-04-23 14:28:03,
综合能源方向软件研发3,薪资面议,国网电力科学研究院有限公司,南京,1-3年,本科,不限,国企,,2019-04-23 14:07:12,
物流平台架构师（互联网）,20K-30K,江苏达科信息科技有限公司,南京-栖霞区,5-10年,本科,500-999人,民营,每年多次调薪/带薪年假/节日福利/五险一金/周末双休,2019-04-23 16:05:10,
运维工程师,4K-6K,南京福怡科技发展股份有限公司,南京-栖霞区,1-3年,大专,20-99人,股份制企业,五险一金/周末双休/每年多次调薪/节日福利/带薪年假,2019-04-22 17:15:52,
BSP工程师,15K-20K,上海擎感智能科技有限公司,南京-鼓楼区,不限,本科,100-499人,民营,五险一金/年底双薪/年终分红/餐补/带薪年假,2019-04-22 15:23:45,
python,10K-18K,飞友科技有限公司,南京,3-5年,本科,100-499人,民营,周末双休/五险一金/补充医疗保险/定期体检/员工旅游,2019-04-22 14:19:00,
WEB工程师,8K-10K,南京英莫特信息科技有限公司,南京,不限,大专,20-99人,民营,五险一金/带薪年假/弹性工作/定期体检/节日福利,2019-04-23 14:18:49,
自动化测试工程师,10K-20K,上海擎感智能科技有限公司,南京,5-10年,大专,100-499人,民营,五险一金/年底双薪/带薪年假/弹性工作/定期体检,2019-04-22 15:24:07,
IT主管,12K-20K,美药星(南京)制药有限公司,南京,不限,大专,100-499人,外商独资,五险一金/加班补助/交通补助/餐补/带薪年假,2019-04-23 15:08:19,
HJJCH-项目经理,7K-10K,深圳市博安达信息技术股份有限公司,南京-玄武区,1-3年,大专,100-499人,民营,周末双休/五险一金/绩效奖金/全勤奖/带薪年假,2019-04-24 08:50:18,
资深架构师,25K-35K,南京伯索网络科技有限公司,南京,10年以上,本科,20-99人,民营,包吃/补充医疗保险/定期体检/员工旅游/节日福利,2019-04-22 09:55:39,
项目经理/高级项目经理,8K-16K,南京大汉网络有限公司,南京-玄武区,不限,大专,500-999人,民营,,2019-04-22 09:24:58,
测试工程师-南京,6K-8K,中电福富信息科技有限公司,南京,1-3年,本科,1000-9999人,国企,,2019-04-23 09:06:22,
测试工程师 包食宿170829w,6K-8K,上海如创网络技术有限公司,南京,不限,不限,100-499人,民营,五险一金/年底双薪/绩效奖金/交通补助/餐补,2019-04-24 13:45:18,
大数据工程师,8K-15K,南京唯实科技有限公司,南京-建邺区,1-3年,本科,100-499人,民营,五险一金/年底双薪/加班补助/交通补助/餐补,2019-04-23 08:37:03,
技术主管,16K-18K,思创数码科技股份有限公司,南京,5-10年,本科,500-999人,股份制企业,五险一金/绩效奖金/加班补助/交通补助/餐补,2019-04-22 16:51:29,
软件工程师,5K-8K,思创数码科技股份有限公司,南京,1-3年,本科,500-999人,股份制企业,五险一金/绩效奖金/加班补助/交通补助/餐补,2019-04-22 16:51:29,
赴日软件工程师,15K-30K,アイピーエス株式会社,南京,不限,大专,20-99人,股份制企业,交通补助/周末双休/加班补助/带薪年假/弹性工作,2019-04-22 08:18:18,
实习生3000+可无经验+奖金/双休,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,住房补贴/五险一金/年底双薪/绩效奖金/加班补助,2019-04-24 19:47:46,
配用电监控方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-23 14:13:53,
测试工程师,4.5K-7K,南京金水尚阳信息技术有限公司,南京-栖霞区,1-3年,大专,20-99人,民营,五险一金/定期体检/节日福利/年底双薪/餐补,2019-04-23 11:03:31,
软件测试工程师（南京鼓楼区）,10K-15K,南京优玛软件科技有限公司北京鸿信科创分公司,南京-鼓楼区,1-3年,本科,100-499人,民营,每年多次调薪/五险一金/年底双薪/绩效奖金/带薪年假,2019-04-22 15:27:39,
测试工程师 包食宿170904w,6K-8K,上海如创网络技术有限公司,南京,不限,不限,100-499人,民营,五险一金/年底双薪/绩效奖金/交通补助/餐补,2019-04-24 13:45:18,
测试工程师 包食宿170717,6K-8K,上海神技信息科技有限公司,南京,不限,不限,100-499人,民营,五险一金/年底双薪/绩效奖金/交通补助/餐补,2019-04-24 13:30:04,
网络信息安全工程师程师  五险一金190226,6K-8K,上海游瞿信息科技有限公司,南京,不限,不限,100-499人,其它,五险一金/绩效奖金/周末双休/全勤奖,2019-04-24 14:04:50,
能源互联网方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:06:49,
软件测试工程师（南京鼓楼区）,10K-15K,南京优玛软件科技有限公司,南京-雨花台区,1-3年,本科,100-499人,股份制企业,五险一金/加班补助/定期体检/员工旅游/公司重点项目,2019-04-23 19:28:27,
高级android工程师,薪资面议,东华软件股份公司,南京,5-10年,不限,1000-9999人,上市公司,,2019-04-24 08:24:22,
高级JAVA工程师,10K-15K,上海尚强信息科技有限公司,南京,3-5年,本科,20-99人,民营,五险一金/定期体检/带薪年假/每年多次调薪/项目奖金,2019-04-23 14:46:30,
项目经理,15K-20K,北京银丰新融科技开发有限公司,南京,3-5年,大专,100-499人,外商独资,五险一金/年底双薪/餐补/通讯补助/带薪年假,2019-04-23 10:44:56,
电力物联网方向软件研发2,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-23 14:13:01,
微信小程序发开工程师助理/实习生,4K-6K,江苏耀东文化传媒有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/全勤奖/包住,2019-04-24 10:14:49,
运维工程师,10K-20K,南京云帐房网络科技有限公司,南京-雨花台区,5-10年,本科,100-499人,民营,节日福利/五险一金/年底双薪/股票期权/带薪年假,2019-04-22 15:27:18,
项目经理（上市公司/自主研发）,10K-20K,南京擎天科技有限公司,南京,5-10年,本科,500-999人,民营,节日福利/五险一金/绩效奖金/加班补助/交通补助,2019-04-21 16:23:19,
变电站自动化软件研发,薪资面议,国网电力科学研究院有限公司,南京,1-3年,本科,不限,国企,,2019-04-23 13:50:58,
供电服务方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,1-3年,本科,不限,国企,,2019-04-23 14:06:52,
Android/iOS方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,不限,本科,不限,国企,,2019-04-23 14:18:38,
RPA工程师,5K-6K,上海企源科技股份有限公司,南京,1-3年,本科,100-499人,合资,五险一金/节日福利,2019-04-22 09:38:57,
电力调度管理方向软件研发4,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:15:59,
电力市场方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,不限,本科,不限,国企,,2019-04-23 14:11:05,
日语翻译-日本温泉酒店/免税店/机场/奢侈品,10K-15K,辽宁语嫣商务信息咨询有限公司,南京,无经验,大专,20人以下,民营,14薪/无试用期/周末双休/年底双薪/绩效奖金,2019-04-24 08:29:19,
赴日软件开发,15K-30K,株式会社レッツ·ビジネスブレーン,南京,不限,大专,20-99人,外商独资,五险一金/交通补助/定期体检/住房补贴/带薪年假,2019-04-22 09:20:31,
java软件工程师,4K-5K,南京瑞玥科技有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-24 10:51:12,
云计算开发工程师,10K-15K,南京宜开数据分析技术有限公司,南京,1-3年,本科,20-99人,民营,五险一金/绩效奖金/带薪年假/定期体检/节日福利,2019-04-23 11:43:59,
爬虫工程师/python工程师,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,外商独资,五险一金/年底双薪/绩效奖金/全勤奖/包吃,2019-04-24 09:07:49,
Android开发工程师,12K-20K,江苏创越医疗科技有限公司,南京-雨花台区,5-10年,本科,20-99人,民营,五险一金/通讯补助/餐补/交通补助/带薪年假,2019-04-22 10:48:42,
Java高级软件工程师,15K-20K,苏州朗拓软件有限公司南京分公司,南京-玄武区,3-5年,本科,100-499人,合资,五险一金/带薪年假/定期体检/节日福利,2019-04-22 17:50:56,
高级java工程师,10K-15K,上海幻棱信息科技有限公司南京分公司,南京,3-5年,大专,20-99人,民营,五险一金/绩效奖金/带薪年假/定期体检/周末双休,2019-04-22 14:00:58,
项目经理,8K-10K,上海中信信息发展股份有限公司,南京,1-3年,大专,1000-9999人,上市公司,餐补/五险一金/带薪年假,2019-04-23 12:59:10,
软件工程师,6K-10K,南京国臣直流配电科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/年底双薪/全勤奖/餐补/房补,2019-04-23 19:19:22,
ETL工程师,8K-15K,南京唯实科技有限公司,南京-建邺区,1-3年,本科,100-499人,民营,五险一金/绩效奖金/加班补助/全勤奖/交通补助,2019-04-23 08:37:04,
OA服务顾问HZ18022,5K-8K,鼎捷软件股份有限公司,南京,1-3年,本科,1000-9999人,上市公司,五险一金/绩效奖金/餐补/通讯补助/带薪年假,2019-04-24 09:06:40,
研发工程师,8K-10K,上海海得控制系统股份有限公司,南京,1-3年,本科,1000-9999人,上市公司,五险一金/交通补助/餐补/通讯补助/带薪年假,2019-04-22 12:48:04,
JAVA中高级程序员,校招,中磊电子(苏州)有限公司技术研发中心,南京,不限,大专,500-999人,外商独资,,2019-04-24 11:14:43,
高级软件工程师,14K-28K,南京三迭纪医药科技有限公司,南京,1-3年,本科,20人以下,合资,创业公司/周末双休/五险一金/年底双薪/绩效奖金,2019-04-24 17:54:37,
运维工程师(软件,6K-8K,南京赣商新能源科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金/创业公司/带薪年假/节日福利,2019-04-24 15:59:15,
微服务架构师,20K-25K,南京圣唯思科技有限公司,南京,5-10年,本科,20-99人,民营,五险一金/加班补助/带薪年假/定期体检,2019-04-24 16:02:43,
公众号运营推广,6K-8K,才秀集团,南京,不限,大专,1000-9999人,股份制企业,五险一金/年底双薪/包吃/包住/交通补助,2019-04-24 21:00:17,
高级语音开发工程师,15K-30K,上海擎感智能科技有限公司,南京,5-10年,大专,100-499人,民营,五险一金/年底双薪/带薪年假/弹性工作/定期体检,2019-04-22 15:24:07,
flex工程师,8K-10K,南京圣唯思科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/带薪年假/节日福利/周末双休/定期体检,2019-04-24 16:02:57,
java,10K-15K,江苏艾盾网络科技有限公司,南京-鼓楼区,3-5年,本科,100-499人,民营,五险一金/绩效奖金/餐补/包吃/加班补助,2019-04-24 14:09:02,
android开发工程师,7K-12K,南京智杰物联科技股份有限公司,南京-江宁区,3-5年,本科,20-99人,民营,带薪年假/五险一金,2019-04-22 11:56:56,
高级移动前端开发工程师HL18004,8K-15K,鼎捷软件股份有限公司,南京,3-5年,本科,1000-9999人,上市公司,健身俱乐部/五险一金/餐补/通讯补助/带薪年假,2019-04-24 09:05:55,
增值产品开发工程师（应届生亦可）190218,6K-8K,上海如创网络技术有限公司,南京,不限,不限,100-499人,民营,周末双休/五险一金/绩效奖金/节日福利,2019-04-24 13:45:24,
网络工程师助理/系统管理员实习生/程序员（不限专业接受转行）,4K-6K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/全勤奖/带薪年假,2019-04-24 17:57:49,
初级java工程师（南京）,7K-10K,北京开科唯识技术有限公司深圳分公司,南京-秦淮区,1-3年,大专,500-999人,民营,五险一金/周末双休/餐补/定期体检/带薪年假,2019-04-23 11:32:39,
高级软件工程师,8K-10K,南京安威德科技有限公司,南京,1-3年,本科,20-99人,股份制企业,五险一金/加班补助/免费班车/周末双休,2019-04-24 19:22:06,
高级软件工程师（Java）,10K-15K,南京中冠智能科技有限公司,南京,5-10年,本科,100-499人,民营,五险一金/绩效奖金,2019-04-22 16:14:19,
JAVA Engineer    Java 工程师,8K-15K,江苏四新科技应用研究所股份有限公司,南京,3-5年,本科,100-499人,上市公司,五险一金/全勤奖/交通补助/带薪年假/免费班车,2019-04-22 13:56:16,
赴日IT软件开发技术人员,13.2K-26.4K,湖北一片语科技有限公司,南京,不限,大专,20-99人,民营,五险一金/绩效奖金/加班补助/包住/交通补助,2019-04-24 11:48:40,
java中级工程师,8K-12K,南京金龙客车制造有限公司,南京-溧水区,3-5年,本科,1000-9999人,民营,免费班车/节日福利/餐补/包住/五险一金,2019-04-24 16:32:20,
java工程师,10K-20K,江苏省技术产权交易市场有限公司,南京,3-5年,本科,20-99人,国企,五险一金/餐补/交通补助/定期体检/节日福利,2019-04-23 14:37:21,
freeswitch开发,20K-35K,南京硅基智能科技有限公司,南京,5-10年,本科,100-499人,民营,创业公司/14薪/无试用期/绩效奖金/包吃,2019-04-23 09:48:41,
java后端,12K-20K,南京钟山虚拟现实技术研究院有限公司,南京,3-5年,本科,20-99人,民营,,2019-04-24 10:55:48,
java,10K-17K,深圳市德科信息技术有限公司南京分公司,南京,1-3年,大专,1000-9999人,股份制企业,周末双休/绩效奖金/每年多次调薪/节日福利/带薪年假,2019-04-23 18:27:42,
java工程师,10K-19K,深圳市德科信息技术有限公司南京分公司,南京,3-5年,大专,1000-9999人,股份制企业,周末双休/绩效奖金/每年多次调薪/节日福利/带薪年假,2019-04-23 18:33:24,
移动开发方向软件研发4,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:13:59,
中国电机工程学会项目软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:14:52,
电力调度管理方向软件研发3,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:16:24,
运维安全管理辅助岗位,3K-5K,江苏省公安厅,南京,不限,本科,1000-9999人,国企,五险一金/补充医疗保险/全勤奖/餐补/绩效奖金,2019-04-23 16:35:05,
初级软件测试工程师,2.5K-5K,北京荣之联科技股份有限公司,南京-栖霞区,1年以下,本科,1000-9999人,上市公司,五险一金/绩效奖金/年终分红/节日福利,2019-04-23 12:16:38,
算法工程师,15K-20K,深圳市德科信息技术有限公司南京分公司,南京,3-5年,大专,1000-9999人,股份制企业,周末双休/绩效奖金/股票期权/每年多次调薪/五险一金,2019-04-23 10:06:40,
信息工程师,5.5K-8.5K,南京熊猫电子股份有限公司,南京,不限,本科,1000-9999人,国企,五险一金/绩效奖金/加班补助/带薪年假/定期体检,2019-04-22 11:37:45,
数据分析,8K-15K,南京唯实科技有限公司,南京-建邺区,1-3年,本科,100-499人,民营,五险一金/加班补助/全勤奖/交通补助/餐补,2019-04-23 08:37:04,
Java体系架构师,6K-8K,江苏大地消防设备成套工程有限公司,南京-秦淮区,3-5年,本科,20-99人,民营,绩效奖金/餐补/带薪年假/节日福利/周末双休,2019-04-24 09:13:36,
高级集成开发工程师,15K-20K,博信诚（北京）网络科技有限公司,南京-雨花台区,3-5年,本科,20-99人,民营,五险一金/年底双薪/交通补助/餐补/员工旅游,2019-04-22 17:52:53,
初级集成开发,10K-15K,博信诚（北京）网络科技有限公司,南京-雨花台区,1-3年,本科,20-99人,民营,五险一金/年底双薪/交通补助/餐补/员工旅游,2019-04-22 17:52:53,
erp开发工程师,10K-15K,南京拓界信息技术有限公司,南京,3-5年,本科,100-499人,民营,五险一金/年底双薪/加班补助/餐补/带薪年假,2019-04-23 13:34:07,
Java 工程师,5K-10K,惠龙易通国际物流股份有限公司,南京,1-3年,大专,500-999人,民营,五险一金/包住/免费班车/节日福利,2019-04-24 08:38:19,
研发工程师java,15K-20K,全椒明德软件科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/周末双休,2019-04-22 16:31:29,
JAVA高级工程师,7K-14K,南京大汉网络有限公司,南京-玄武区,不限,本科,500-999人,民营,,2019-04-22 09:22:25,
软件工程师,10K-15K,南京沃唐光电科技有限公司,南京,1-3年,本科,20-99人,民营,绩效奖金/全勤奖/餐补/定期体检/员工旅游,2019-04-24 19:00:20,
Java研发工程师（南京）,5K-10K,北京国欣数码科技有限公司,南京-浦口区,1-3年,本科,100-499人,民营,五险一金/年底双薪/包住/加班补助/餐补,2019-04-22 10:20:12,
后台研发工程师,10K-15K,南京三商电脑软件开发有限公司,南京,3-5年,本科,20-99人,外商独资,五险一金/年底双薪/加班补助/交通补助/餐补,2019-04-24 10:50:18,
开发经理（应用研发方向）,12K-15K,江苏南大先腾信息产业股份有限公司,南京,5-10年,本科,100-499人,上市公司,五险一金/绩效奖金/交通补助/餐补/带薪年假,2019-04-24 08:53:01,
自动化运维开发工程师,12K-18K,南京联成科技发展股份有限公司,南京,3-5年,本科,100-499人,民营,每年多次调薪/周末双休/五险一金/绩效奖金/交通补助,2019-04-24 08:59:50,
Java运行维护工程师,5K-10K,南京擎天科技有限公司,南京,1-3年,大专,500-999人,民营,节日福利/五险一金/绩效奖金/交通补助/餐补,2019-04-21 16:23:46,
南京Java,8K-10K,重庆软维科技有限公司,南京,3-5年,大专,100-499人,民营,五险一金/周末双休/节日福利/加班补助/带薪年假,2019-04-24 09:08:24,
JAVA软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,硕士,不限,国企,,2019-04-24 09:38:57,
Java高级软件工程师（南京）,15K-25K,南京和瑞供应链管理有限公司,南京,5-10年,本科,100-499人,民营,五险一金/带薪年假/定期体检/员工旅游/高温补贴,2019-04-23 09:49:26,
WEB前端开发可实习双休五险一金,6K-8K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,住房补贴/五险一金/年底双薪/绩效奖金/加班补助,2019-04-24 08:51:18,
金蝶EAS软件开发,6K-10K,益客集团,南京,1-3年,本科,10000人以上,民营,五险一金/包住/节日福利/员工旅游,2019-04-22 08:41:01,
android软件工程师,8K-10K,南京威因特智能科技有限公司,南京,1-3年,本科,100-499人,股份制企业,五险一金/餐补/绩效奖金/带薪年假/周末双休,2019-04-24 00:51:25,
java高级软件工程师,10K-15K,江苏卡池电子商务有限公司,南京,5-10年,本科,20-99人,民营,五险一金/年底双薪/绩效奖金/交通补助/餐补,2019-04-23 17:14:31,
高级java软件工程师,12K-20K,南京唯实科技有限公司,南京-建邺区,5-10年,本科,100-499人,民营,五险一金/年底双薪/绩效奖金/交通补助/餐补,2019-04-24 09:00:27,
java工程师,15K-30K,南京硅基智能科技有限公司,南京,3-5年,本科,100-499人,民营,,2019-04-23 09:48:40,
高级JAVA软件工程师,12K-18K,上海弘人网络科技有限公司南京分公司,南京,3-5年,大专,20-99人,民营,五险一金/年底双薪/加班补助/带薪年假/弹性工作,2019-04-23 13:32:13,
java高级工程师,12K-15K,江苏盖闻网络科技有限公司,南京-雨花台区,3-5年,大专,100-499人,民营,五险一金/绩效奖金/员工旅游/节日福利/弹性工作,2019-04-22 10:22:30,
java技术经理,15K-23K,江苏暖光网络科技有限公司,南京,5-10年,本科,20-99人,民营,五险一金/带薪年假/节日福利/员工旅游,2019-04-22 09:05:07,
软件开发实习生,2K-4K,江苏慧禾融智信息技术有限公司,南京,不限,本科,20-99人,民营,五险一金/餐补/节日福利/带薪年假/加班补助,2019-04-20 13:22:20,
webgis开发工程师,10K-15K,南京国图信息产业有限公司,南京-建邺区,1-3年,本科,500-999人,民营,五险一金/绩效奖金/加班补助/交通补助/餐补,2019-04-21 18:55:56,
技术经理java方向,15K-20K,北京开科唯识技术有限公司深圳分公司,南京-秦淮区,5-10年,大专,500-999人,民营,五险一金/周末双休/餐补/定期体检/带薪年假,2019-04-23 11:32:57,
中级java工程师,10K-15K,北京联创智融信息技术有限公司上海分公司,南京,3-5年,本科,1000-9999人,上市公司,五险一金/节日福利/股票期权/年终分红/弹性工作,2019-04-22 10:42:52,
Java软件工程师,7K-11K,南京东禾自动化工程有限公司,南京-浦口区,3-5年,本科,20-99人,民营,五险一金/加班补助/餐补/交通补助/通讯补助,2019-04-23 00:50:29,
技术经理java方向,15K-20K,南京贝登医疗股份有限公司,南京-秦淮区,5-10年,大专,100-499人,民营,五险一金/绩效奖金/股票期权/带薪年假/定期体检,2019-04-24 13:26:22,
